locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIDNPDGF_01269	gene	1116	macB_3			
NIDNPDGF_01269	CDS	1116	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NIDNPDGF_01270	gene	501				
NIDNPDGF_01270	CDS	501				hypothetical protein
NIDNPDGF_01271	gene	95				
NIDNPDGF_01271	tRNA	95				tRNA-Ser(cga)
NIDNPDGF_01272	gene	402				
NIDNPDGF_01272	CDS	402				hypothetical protein
NIDNPDGF_01273	gene	1329				
NIDNPDGF_01273	CDS	1329				hypothetical protein
NIDNPDGF_01274	gene	1113	mqnE			
NIDNPDGF_01274	CDS	1113	mqnE	2.5.1.120	COG1060	Aminodeoxyfutalosine synthase
NIDNPDGF_01275	gene	771	plqA			
NIDNPDGF_01275	CDS	771	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
NIDNPDGF_01276	gene	1065	aroF			
NIDNPDGF_01276	CDS	1065	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
NIDNPDGF_01277	gene	588				
NIDNPDGF_01277	CDS	588				hypothetical protein
NIDNPDGF_01278	gene	909				
NIDNPDGF_01278	CDS	909				hypothetical protein
NIDNPDGF_01279	gene	576				
NIDNPDGF_01279	CDS	576				hypothetical protein
NIDNPDGF_01280	gene	1299	tig			
NIDNPDGF_01280	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
NIDNPDGF_01281	gene	423	fitB			
NIDNPDGF_01281	CDS	423	fitB	3.1.-.-		Toxin FitB
NIDNPDGF_01282	gene	231				
NIDNPDGF_01282	CDS	231				hypothetical protein
NIDNPDGF_01283	gene	885	cpdA_1			
NIDNPDGF_01283	CDS	885	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NIDNPDGF_01284	gene	441				
NIDNPDGF_01284	CDS	441				hypothetical protein
NIDNPDGF_01285	gene	405	petJ_2			
NIDNPDGF_01285	CDS	405	petJ_2			Cytochrome c6
NIDNPDGF_01286	gene	1026	ilvC			
NIDNPDGF_01286	CDS	1026	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
NIDNPDGF_01287	gene	495	ilvH			
NIDNPDGF_01287	CDS	495	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
NIDNPDGF_01288	gene	516				
NIDNPDGF_01288	CDS	516				hypothetical protein
NIDNPDGF_01289	gene	1518				
NIDNPDGF_01289	CDS	1518				hypothetical protein
NIDNPDGF_01290	gene	135				
NIDNPDGF_01290	CDS	135				hypothetical protein
NIDNPDGF_01291	gene	2526	feoB			
NIDNPDGF_01291	CDS	2526	feoB		COG0370	Fe(2+) transporter FeoB
NIDNPDGF_01292	gene	1092				
NIDNPDGF_01292	CDS	1092				hypothetical protein
NIDNPDGF_01293	gene	885				
NIDNPDGF_01293	CDS	885				hypothetical protein
NIDNPDGF_01294	gene	1383	ftsZ			
NIDNPDGF_01294	CDS	1383	ftsZ			Cell division protein FtsZ
NIDNPDGF_01295	gene	885	ftsA			
NIDNPDGF_01295	CDS	885	ftsA		COG0849	Cell division protein FtsA
NIDNPDGF_01296	gene	1026	proA			
NIDNPDGF_01296	CDS	1026	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
NIDNPDGF_01297	gene	489	mcsA			
NIDNPDGF_01297	CDS	489	mcsA		COG3880	Protein-arginine kinase activator protein
NIDNPDGF_01298	gene	867	ilvE			
NIDNPDGF_01298	CDS	867	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
NIDNPDGF_01299	gene	675	lolD_2			
NIDNPDGF_01299	CDS	675	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
NIDNPDGF_01300	gene	504				
NIDNPDGF_01300	CDS	504				hypothetical protein
NIDNPDGF_01301	gene	768	lig			
NIDNPDGF_01301	CDS	768	lig	6.5.1.1		DNA ligase
NIDNPDGF_01302	gene	354				
NIDNPDGF_01302	CDS	354				hypothetical protein
NIDNPDGF_01303	gene	366	rplT			
NIDNPDGF_01303	CDS	366	rplT		COG0292	50S ribosomal protein L20
NIDNPDGF_01304	gene	264				
NIDNPDGF_01304	CDS	264				hypothetical protein
NIDNPDGF_01305	gene	879				
NIDNPDGF_01305	CDS	879				hypothetical protein
NIDNPDGF_01306	gene	423				
NIDNPDGF_01306	CDS	423				hypothetical protein
NIDNPDGF_01307	gene	480				
NIDNPDGF_01307	CDS	480				hypothetical protein
NIDNPDGF_01308	gene	471				
NIDNPDGF_01308	CDS	471				hypothetical protein
NIDNPDGF_01309	gene	1416				
NIDNPDGF_01309	CDS	1416				hypothetical protein
NIDNPDGF_01310	gene	1221				
NIDNPDGF_01310	CDS	1221				hypothetical protein
NIDNPDGF_01311	gene	270	relG_2			
NIDNPDGF_01311	CDS	270	relG_2	3.1.-.-	COG2026	Toxin RelG
NIDNPDGF_01312	gene	198				
NIDNPDGF_01312	CDS	198				hypothetical protein
NIDNPDGF_01313	gene	1059				
NIDNPDGF_01313	CDS	1059				hypothetical protein
NIDNPDGF_01314	gene	210				
NIDNPDGF_01314	CDS	210				hypothetical protein
NIDNPDGF_01315	gene	732	rsmE			
NIDNPDGF_01315	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NIDNPDGF_01316	gene	399				
NIDNPDGF_01316	CDS	399				hypothetical protein
NIDNPDGF_01317	gene	552				
NIDNPDGF_01317	CDS	552				hypothetical protein
NIDNPDGF_01318	gene	1551				
NIDNPDGF_01318	CDS	1551				hypothetical protein
NIDNPDGF_01319	gene	267	spo0C_1			
NIDNPDGF_01319	CDS	267	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
NIDNPDGF_01320	gene	765	spo0C_2			
NIDNPDGF_01320	CDS	765	spo0C_2		COG1475	Chromosome-partitioning protein Spo0J
NIDNPDGF_01321	gene	876				
NIDNPDGF_01321	CDS	876				hypothetical protein
NIDNPDGF_01322	gene	408				
NIDNPDGF_01322	CDS	408				hypothetical protein
NIDNPDGF_01323	gene	2172				
NIDNPDGF_01323	CDS	2172				hypothetical protein
NIDNPDGF_01324	gene	1317				
NIDNPDGF_01324	CDS	1317				hypothetical protein
NIDNPDGF_01325	gene	1107	ligA			
NIDNPDGF_01325	CDS	1107	ligA	6.5.1.2	COG0272	DNA ligase
NIDNPDGF_01326	gene	216				
NIDNPDGF_01326	CDS	216				hypothetical protein
NIDNPDGF_01327	gene	96				
NIDNPDGF_01327	tRNA	96				tRNA-Ser(gga)
NIDNPDGF_01328	gene	1254	acrA			
NIDNPDGF_01328	CDS	1254	acrA			Multidrug efflux pump subunit AcrA
NIDNPDGF_01329	gene	1611				
NIDNPDGF_01329	CDS	1611				hypothetical protein
NIDNPDGF_01330	gene	387				
NIDNPDGF_01330	CDS	387				hypothetical protein
NIDNPDGF_01331	gene	999	bioB			
NIDNPDGF_01331	CDS	999	bioB	2.8.1.6	COG0502	Biotin synthase
NIDNPDGF_01332	gene	1110				
NIDNPDGF_01332	CDS	1110				hypothetical protein
NIDNPDGF_01333	gene	657	yedJ			
NIDNPDGF_01333	CDS	657	yedJ		COG1418	putative protein YedJ
NIDNPDGF_01334	gene	363				
NIDNPDGF_01334	CDS	363				hypothetical protein
NIDNPDGF_01335	gene	588	galT			
NIDNPDGF_01335	CDS	588	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
NIDNPDGF_01336	gene	1122				
NIDNPDGF_01336	CDS	1122				hypothetical protein
NIDNPDGF_01337	gene	798				
NIDNPDGF_01337	CDS	798				hypothetical protein
NIDNPDGF_01338	gene	615	sir_2			
NIDNPDGF_01338	CDS	615	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
NIDNPDGF_01339	gene	387				
NIDNPDGF_01339	CDS	387				hypothetical protein
NIDNPDGF_01340	gene	801				
NIDNPDGF_01340	CDS	801				hypothetical protein
NIDNPDGF_01341	gene	516				
NIDNPDGF_01341	CDS	516				hypothetical protein
NIDNPDGF_01342	gene	939				
NIDNPDGF_01342	CDS	939				hypothetical protein
NIDNPDGF_01343	gene	870				
NIDNPDGF_01343	CDS	870				hypothetical protein
NIDNPDGF_01344	gene	711				
NIDNPDGF_01344	CDS	711				hypothetical protein
NIDNPDGF_01345	gene	762	cckA_3			
NIDNPDGF_01345	CDS	762	cckA_3			Sensor kinase CckA
NIDNPDGF_01346	gene	1053	pyrD			
NIDNPDGF_01346	CDS	1053	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
NIDNPDGF_01347	gene	411	catE			
NIDNPDGF_01347	CDS	411	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
NIDNPDGF_01348	gene	2139				
NIDNPDGF_01348	CDS	2139				hypothetical protein
NIDNPDGF_01349	gene	1242				
NIDNPDGF_01349	CDS	1242				hypothetical protein
NIDNPDGF_01350	gene	1092	leuB			
NIDNPDGF_01350	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
NIDNPDGF_01351	gene	465	leuD			
NIDNPDGF_01351	CDS	465	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
NIDNPDGF_01352	gene	333				
NIDNPDGF_01352	CDS	333				hypothetical protein
NIDNPDGF_01353	gene	282	yafQ_2			
NIDNPDGF_01353	CDS	282	yafQ_2	3.1.-.-	COG3041	mRNA interferase toxin YafQ
NIDNPDGF_01354	gene	270				
NIDNPDGF_01354	CDS	270				hypothetical protein
NIDNPDGF_01355	gene	504				
NIDNPDGF_01355	CDS	504		2.7.7.53	COG0537	AP-4-A phosphorylase
NIDNPDGF_01356	gene	753	hddC			
NIDNPDGF_01356	CDS	753	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
NIDNPDGF_01357	gene	600	hldD			
NIDNPDGF_01357	CDS	600	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
NIDNPDGF_01358	gene	612				
NIDNPDGF_01358	CDS	612				hypothetical protein
NIDNPDGF_01359	gene	339				
NIDNPDGF_01359	CDS	339				hypothetical protein
NIDNPDGF_01360	gene	264	csrA			
NIDNPDGF_01360	CDS	264	csrA			Translational regulator CsrA
NIDNPDGF_01361	gene	417	fliW			
NIDNPDGF_01361	CDS	417	fliW		COG1699	Flagellar assembly factor FliW
NIDNPDGF_01362	gene	981				
NIDNPDGF_01362	CDS	981				hypothetical protein
NIDNPDGF_01363	gene	942	cheV			
NIDNPDGF_01363	CDS	942	cheV		COG0784	Chemotaxis protein CheV
NIDNPDGF_01364	gene	747	ycdF			
NIDNPDGF_01364	CDS	747	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
NIDNPDGF_01365	gene	459				
NIDNPDGF_01365	CDS	459				hypothetical protein
NIDNPDGF_01366	gene	1875	mutL			
NIDNPDGF_01366	CDS	1875	mutL			DNA mismatch repair protein MutL
NIDNPDGF_01367	gene	648				
NIDNPDGF_01367	CDS	648				hypothetical protein
NIDNPDGF_01368	gene	657				
NIDNPDGF_01368	CDS	657				hypothetical protein
NIDNPDGF_01369	gene	315				
NIDNPDGF_01369	CDS	315				hypothetical protein
NIDNPDGF_01370	gene	1152				
NIDNPDGF_01370	CDS	1152				hypothetical protein
NIDNPDGF_01371	gene	441	fabF_1			
NIDNPDGF_01371	CDS	441	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NIDNPDGF_01372	gene	1194	tetA			
NIDNPDGF_01372	CDS	1194	tetA			Tetracycline resistance protein, class C
NIDNPDGF_01373	gene	1197	bepA_5			
NIDNPDGF_01373	CDS	1197	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
NIDNPDGF_01374	gene	1647	nadE			
NIDNPDGF_01374	CDS	1647	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
NIDNPDGF_01375	gene	387				
NIDNPDGF_01375	CDS	387				hypothetical protein
NIDNPDGF_01376	gene	831	lpxI			
NIDNPDGF_01376	CDS	831	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
NIDNPDGF_01377	gene	264				
NIDNPDGF_01377	CDS	264				hypothetical protein
NIDNPDGF_01378	gene	243				
NIDNPDGF_01378	CDS	243				hypothetical protein
NIDNPDGF_01379	gene	306				
NIDNPDGF_01379	CDS	306				hypothetical protein
NIDNPDGF_01380	gene	333				
NIDNPDGF_01380	CDS	333				hypothetical protein
NIDNPDGF_01381	gene	246				
NIDNPDGF_01381	CDS	246				hypothetical protein
NIDNPDGF_01382	gene	1545	iscS			
NIDNPDGF_01382	CDS	1545	iscS	2.8.1.7		Cysteine desulfurase IscS
NIDNPDGF_01383	gene	1500				
NIDNPDGF_01383	CDS	1500			COG2308	putative protein
NIDNPDGF_01384	gene	993				
NIDNPDGF_01384	CDS	993				hypothetical protein
NIDNPDGF_01385	gene	681	fabV			
NIDNPDGF_01385	CDS	681	fabV	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH]
NIDNPDGF_01386	gene	756				
NIDNPDGF_01386	CDS	756				hypothetical protein
NIDNPDGF_01387	gene	225				
NIDNPDGF_01387	CDS	225				hypothetical protein
NIDNPDGF_01388	gene	342				
NIDNPDGF_01388	CDS	342				hypothetical protein
NIDNPDGF_01389	gene	1539	metG			
NIDNPDGF_01389	CDS	1539	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
NIDNPDGF_01390	gene	120				
NIDNPDGF_01390	CDS	120				hypothetical protein
NIDNPDGF_01391	gene	609	rutE			
NIDNPDGF_01391	CDS	609	rutE	1.1.1.298		malonic semialdehyde reductase RutE
NIDNPDGF_01392	gene	783	ssuC			
NIDNPDGF_01392	CDS	783	ssuC		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
NIDNPDGF_01393	gene	138				
NIDNPDGF_01393	CDS	138				hypothetical protein
NIDNPDGF_01394	gene	1971				
NIDNPDGF_01394	CDS	1971				hypothetical protein
NIDNPDGF_01395	gene	678	dusB_2			
NIDNPDGF_01395	CDS	678	dusB_2	1.3.1.-		tRNA-dihydrouridine synthase B
NIDNPDGF_01396	gene	231	fabF_2			
NIDNPDGF_01396	CDS	231	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NIDNPDGF_01397	gene	213	rpmE			
NIDNPDGF_01397	CDS	213	rpmE		COG0254	50S ribosomal protein L31
NIDNPDGF_01398	gene	1095	prfA			
NIDNPDGF_01398	CDS	1095	prfA		COG0216	Peptide chain release factor 1
NIDNPDGF_01399	gene	843	prmC			
NIDNPDGF_01399	CDS	843	prmC	2.1.1.297		Release factor glutamine methyltransferase
NIDNPDGF_01400	gene	1200				
NIDNPDGF_01400	CDS	1200				hypothetical protein
NIDNPDGF_01401	gene	3186	mexB			
NIDNPDGF_01401	CDS	3186	mexB		COG0841	Multidrug resistance protein MexB
NIDNPDGF_01402	gene	1245	mexA			
NIDNPDGF_01402	CDS	1245	mexA			Multidrug resistance protein MexA
NIDNPDGF_01403	gene	657	yfiR			
NIDNPDGF_01403	CDS	657	yfiR			putative HTH-type transcriptional regulator YfiR
NIDNPDGF_01404	gene	1119				
NIDNPDGF_01404	CDS	1119				hypothetical protein
NIDNPDGF_01405	gene	1272				
NIDNPDGF_01405	CDS	1272				hypothetical protein
NIDNPDGF_01406	gene	1122	nagZ			
NIDNPDGF_01406	CDS	1122	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
NIDNPDGF_01407	gene	72				
NIDNPDGF_01407	tRNA	72				tRNA-Gly(ccc)
NIDNPDGF_01408	gene	1242	xerC_4			
NIDNPDGF_01408	CDS	1242	xerC_4			Tyrosine recombinase XerC
NIDNPDGF_01409	gene	219				
NIDNPDGF_01409	CDS	219				hypothetical protein
NIDNPDGF_01410	gene	930				
NIDNPDGF_01410	CDS	930				hypothetical protein
NIDNPDGF_01411	gene	918	metR			
NIDNPDGF_01411	CDS	918	metR			HTH-type transcriptional regulator MetR
NIDNPDGF_01412	gene	1113				
NIDNPDGF_01412	CDS	1113				hypothetical protein
NIDNPDGF_01413	gene	966	rcsC_9			
NIDNPDGF_01413	CDS	966	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
NIDNPDGF_01414	gene	819	ccsA_2			
NIDNPDGF_01414	CDS	819	ccsA_2			Cytochrome c biogenesis protein CcsA
NIDNPDGF_01415	gene	453	yqeY			
NIDNPDGF_01415	CDS	453	yqeY		COG1610	putative protein YqeY
NIDNPDGF_01416	gene	807				
NIDNPDGF_01416	CDS	807				hypothetical protein
NIDNPDGF_01417	gene	507				
NIDNPDGF_01417	CDS	507				hypothetical protein
NIDNPDGF_01418	gene	513				
NIDNPDGF_01418	CDS	513				hypothetical protein
NIDNPDGF_01419	gene	759				
NIDNPDGF_01419	CDS	759				hypothetical protein
NIDNPDGF_01420	gene	189				
NIDNPDGF_01420	CDS	189				hypothetical protein
NIDNPDGF_01421	gene	462				
NIDNPDGF_01421	CDS	462				hypothetical protein
NIDNPDGF_01422	gene	984				
NIDNPDGF_01422	CDS	984				hypothetical protein
NIDNPDGF_01423	gene	1143	ugtP_2			
NIDNPDGF_01423	CDS	1143	ugtP_2	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
NIDNPDGF_01424	gene	663	MENG			
NIDNPDGF_01424	CDS	663	MENG	2.1.1.329		2-phytyl-1,4-beta-naphthoquinone methyltransferase, chloroplastic
NIDNPDGF_01425	gene	924	aptB			
NIDNPDGF_01425	CDS	924	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
NIDNPDGF_01426	gene	699	aptA			
NIDNPDGF_01426	CDS	699	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
NIDNPDGF_01427	gene	576				
NIDNPDGF_01427	CDS	576				hypothetical protein
NIDNPDGF_01428	gene	1068	fliM			
NIDNPDGF_01428	CDS	1068	fliM		COG1868	Flagellar motor switch protein FliM
NIDNPDGF_01429	gene	246				
NIDNPDGF_01429	CDS	246				hypothetical protein
NIDNPDGF_01430	gene	327				
NIDNPDGF_01430	CDS	327				hypothetical protein
NIDNPDGF_01431	gene	1230	cinA			
NIDNPDGF_01431	CDS	1230	cinA			Putative competence-damage inducible protein
NIDNPDGF_01432	gene	1266	trpB_1			
NIDNPDGF_01432	CDS	1266	trpB_1	4.2.1.20		Tryptophan synthase beta chain
NIDNPDGF_01433	gene	360	panD			
NIDNPDGF_01433	CDS	360	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NIDNPDGF_01434	gene	429	ndk			
NIDNPDGF_01434	CDS	429	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
NIDNPDGF_01435	gene	966	trpS			
NIDNPDGF_01435	CDS	966	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NIDNPDGF_01436	gene	867	scpA			
NIDNPDGF_01436	CDS	867	scpA		COG1354	Segregation and condensation protein A
NIDNPDGF_01437	gene	939	scpB			
NIDNPDGF_01437	CDS	939	scpB			Segregation and condensation protein B
NIDNPDGF_01438	gene	942				
NIDNPDGF_01438	CDS	942				hypothetical protein
NIDNPDGF_01439	gene	711	xynC			
NIDNPDGF_01439	CDS	711	xynC	3.2.1.136		Glucuronoxylanase XynC
NIDNPDGF_01440	gene	702				
NIDNPDGF_01440	CDS	702				hypothetical protein
NIDNPDGF_01441	gene	1020	purR_3			
NIDNPDGF_01441	CDS	1020	purR_3			HTH-type transcriptional repressor PurR
NIDNPDGF_01442	gene	1383				
NIDNPDGF_01442	CDS	1383				hypothetical protein
NIDNPDGF_01443	gene	147				
NIDNPDGF_01443	CDS	147				hypothetical protein
NIDNPDGF_01444	gene	198	hesB1			
NIDNPDGF_01444	CDS	198	hesB1		COG0316	Protein HesB, heterocyst
NIDNPDGF_01445	gene	732				
NIDNPDGF_01445	CDS	732				hypothetical protein
NIDNPDGF_01446	gene	1239	sufS_1			
NIDNPDGF_01446	CDS	1239	sufS_1	2.8.1.7	COG0520	Cysteine desulfurase SufS
NIDNPDGF_01447	gene	822				
NIDNPDGF_01447	CDS	822				hypothetical protein
NIDNPDGF_01448	gene	1335	nagA			
NIDNPDGF_01448	CDS	1335	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
NIDNPDGF_01449	gene	447				
NIDNPDGF_01449	CDS	447		1.1.1.301		D-arabitol-phosphate dehydrogenase
NIDNPDGF_01450	gene	1416	lutB			
NIDNPDGF_01450	CDS	1416	lutB		COG1139	Lactate utilization protein B
NIDNPDGF_01451	gene	705	lutC			
NIDNPDGF_01451	CDS	705	lutC			Lactate utilization protein C
NIDNPDGF_01452	gene	789				
NIDNPDGF_01452	CDS	789				hypothetical protein
NIDNPDGF_01453	gene	783	fba			
NIDNPDGF_01453	CDS	783	fba	4.1.2.13		Fructose-bisphosphate aldolase
NIDNPDGF_01454	gene	699	pntAA			
NIDNPDGF_01454	CDS	699	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NIDNPDGF_01455	gene	303	pntA			
NIDNPDGF_01455	CDS	303	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
NIDNPDGF_01456	gene	1422	pntB			
NIDNPDGF_01456	CDS	1422	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
NIDNPDGF_01457	gene	267				
NIDNPDGF_01457	CDS	267				hypothetical protein
NIDNPDGF_01458	gene	1059				
NIDNPDGF_01458	CDS	1059				hypothetical protein
NIDNPDGF_01459	gene	1338	recN			
NIDNPDGF_01459	CDS	1338	recN		COG0497	DNA repair protein RecN
NIDNPDGF_01460	gene	1683	lapB			
NIDNPDGF_01460	CDS	1683	lapB			Lipopolysaccharide assembly protein B
NIDNPDGF_01461	gene	735	tylN			
NIDNPDGF_01461	CDS	735	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
NIDNPDGF_01462	gene	1500				
NIDNPDGF_01462	CDS	1500		3.4.24.-	COG0750	Putative zinc metalloprotease
NIDNPDGF_01463	gene	504	dxr			
NIDNPDGF_01463	CDS	504	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
NIDNPDGF_01464	gene	255				
NIDNPDGF_01464	CDS	255				hypothetical protein
NIDNPDGF_01465	gene	480	decR			
NIDNPDGF_01465	CDS	480	decR		COG1522	DNA-binding transcriptional activator DecR
NIDNPDGF_01466	gene	276				
NIDNPDGF_01466	CDS	276				hypothetical protein
NIDNPDGF_01467	gene	870	ypdB			
NIDNPDGF_01467	CDS	870	ypdB		COG3279	Transcriptional regulatory protein YpdB
NIDNPDGF_01468	gene	1101				
NIDNPDGF_01468	CDS	1101				hypothetical protein
NIDNPDGF_01469	gene	255	glgC			
NIDNPDGF_01469	CDS	255	glgC	2.7.7.27		Glucose-1-phosphate adenylyltransferase
NIDNPDGF_01470	gene	1608	dxs			
NIDNPDGF_01470	CDS	1608	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
NIDNPDGF_01471	gene	1014				
NIDNPDGF_01471	CDS	1014				hypothetical protein
NIDNPDGF_01472	gene	828				
NIDNPDGF_01472	CDS	828				hypothetical protein
NIDNPDGF_01473	gene	972	pyrB			
NIDNPDGF_01473	CDS	972	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
NIDNPDGF_01474	gene	1338				
NIDNPDGF_01474	CDS	1338				hypothetical protein
NIDNPDGF_01475	gene	408				
NIDNPDGF_01475	CDS	408				hypothetical protein
NIDNPDGF_01476	gene	1104	nemA			
NIDNPDGF_01476	CDS	1104	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
NIDNPDGF_01477	gene	747				
NIDNPDGF_01477	CDS	747				hypothetical protein
NIDNPDGF_01478	gene	1008				
NIDNPDGF_01478	CDS	1008				hypothetical protein
NIDNPDGF_01479	gene	210				
NIDNPDGF_01479	CDS	210				hypothetical protein
NIDNPDGF_01480	gene	777	dpnM			
NIDNPDGF_01480	CDS	777	dpnM	2.1.1.72		Modification methylase DpnIIA
NIDNPDGF_01481	gene	303				
NIDNPDGF_01481	CDS	303				hypothetical protein
NIDNPDGF_01482	gene	1935	hepC			
NIDNPDGF_01482	CDS	1935	hepC	4.2.2.8		Heparin-sulfate lyase
NIDNPDGF_01483	gene	2637				
NIDNPDGF_01483	CDS	2637				hypothetical protein
NIDNPDGF_01484	gene	582				
NIDNPDGF_01484	CDS	582				hypothetical protein
NIDNPDGF_01485	gene	264				
NIDNPDGF_01485	CDS	264				hypothetical protein
NIDNPDGF_01486	gene	903	hpnC			
NIDNPDGF_01486	CDS	903	hpnC	4.2.3.156	COG1562	Hydroxysqualene synthase
NIDNPDGF_01487	gene	699				
NIDNPDGF_01487	CDS	699				hypothetical protein
NIDNPDGF_01488	gene	270				
NIDNPDGF_01488	CDS	270				hypothetical protein
NIDNPDGF_01489	gene	897				
NIDNPDGF_01489	CDS	897			COG1305	putative protein
NIDNPDGF_01490	gene	381				
NIDNPDGF_01490	CDS	381				hypothetical protein
NIDNPDGF_01491	gene	309				
NIDNPDGF_01491	CDS	309				hypothetical protein
NIDNPDGF_01492	gene	1062				
NIDNPDGF_01492	CDS	1062				hypothetical protein
NIDNPDGF_01493	gene	1134	mrdB			
NIDNPDGF_01493	CDS	1134	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
NIDNPDGF_01494	gene	1764	xpsE			
NIDNPDGF_01494	CDS	1764	xpsE		COG2804	Type II secretion system protein E
NIDNPDGF_01495	gene	1236	epsF			
NIDNPDGF_01495	CDS	1236	epsF		COG1459	Type II secretion system protein F
NIDNPDGF_01496	gene	669				
NIDNPDGF_01496	CDS	669				hypothetical protein
NIDNPDGF_01497	gene	1236	xerC_5			
NIDNPDGF_01497	CDS	1236	xerC_5			Tyrosine recombinase XerC
NIDNPDGF_01498	gene	765				
NIDNPDGF_01498	CDS	765				hypothetical protein
NIDNPDGF_01499	gene	621				
NIDNPDGF_01499	CDS	621				hypothetical protein
NIDNPDGF_01500	gene	852	accD			
NIDNPDGF_01500	CDS	852	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NIDNPDGF_01501	gene	76				
NIDNPDGF_01501	tRNA	76				tRNA-Ala(cgc)
NIDNPDGF_01502	gene	73				
NIDNPDGF_01502	tRNA	73				tRNA-Thr(cgt)
NIDNPDGF_01503	gene	375				
NIDNPDGF_01503	CDS	375				hypothetical protein
NIDNPDGF_01504	gene	474				
NIDNPDGF_01504	CDS	474				hypothetical protein
NIDNPDGF_01505	gene	699	acnA			
NIDNPDGF_01505	CDS	699	acnA	4.2.1.3	COG1048	Aconitate hydratase A
NIDNPDGF_01506	gene	321				
NIDNPDGF_01506	CDS	321				hypothetical protein
NIDNPDGF_01507	gene	726	lutA			
NIDNPDGF_01507	CDS	726	lutA		COG0247	Lactate utilization protein A
NIDNPDGF_01508	gene	954	fucA			
NIDNPDGF_01508	CDS	954	fucA	4.1.2.17		L-fuculose phosphate aldolase
NIDNPDGF_01509	gene	642				
NIDNPDGF_01509	CDS	642				hypothetical protein
NIDNPDGF_01510	gene	891				
NIDNPDGF_01510	CDS	891				hypothetical protein
NIDNPDGF_01511	gene	492	trpB_2			
NIDNPDGF_01511	CDS	492	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
NIDNPDGF_01512	gene	891	apsI			
NIDNPDGF_01512	CDS	891	apsI	5.3.1.-	COG4952	D-apiose isomerase
NIDNPDGF_01513	gene	1890				
NIDNPDGF_01513	CDS	1890				hypothetical protein
NIDNPDGF_01514	gene	1113	RBKS_2			
